OP_0,672,FLOAT,ADD,"weightedSum","OP_1","weightedSum"
OP_1,672,FLOAT,MUL,"wei","inp","NULL"
OP_2,1650,FLOAT,ADD,"OP_0","OP_3","weightedSum"
OP_3,1650,FLOAT,MUL,"weights[output][c++]","inputs[channel][iy][ix]","NULL"
OP_4,1711,FLOAT,ADD,"OP_2","OP_5","weightedSum"
OP_5,1711,FLOAT,MUL,"weights[output][channel]","inputs[channel]","NULL"
