13;19;20;20;22;0;
4;0;3;21;19;12;
13;19;20;21;22;0;
16;19;20;17;21;0;
4;3;20;22;12;21;
16;19;20;16;21;6;
16;18;20;17;21;0;
14;1;10;22;6;22;
1;13;18;18;21;15;
4;0;21;22;12;21;
21;19;22;11;20;13;
4;4;21;22;12;21;
