4;0;3;21;19;12;
13;19;20;21;22;0;
20;19;22;10;20;12;
13;19;20;20;22;0;
14;1;10;22;6;22;
4;0;21;22;12;21;
16;19;21;15;21;6;
16;19;20;17;21;0;
1;13;18;18;21;15;
21;19;22;11;20;13;
4;3;20;22;12;21;
4;4;21;22;12;21;
20;19;21;11;19;12;
