OP_0,7,DOUBLE,MUL,"OP_1","std::pow(x0,2*index+1)","ret"
OP_1,7,DOUBLE,DIV,"std::pow(-1,index)","stirling::Stirling(2*index+1)","NULL"
OP_2,15,DOUBLE,ADD,"acc","taylor::factorSin(x0,i)","acc"
