stride1,557,U,-9999
stride2,559,U,-9999
stride3,561,U,-9999
stride4,746,U,-9999
stride5,748,U,-9999
stride6,750,U,-9999
stride7,933,U,-9999
stride8,935,U,-9999
stride9,937,U,-9999
